Reviews,Rating,Sentiment
The microphone in this headset is terrible. My voice keeps breaking in btween. People on the other side is continuously complaining about sound quality from the headfon. If you are buying it for the purpose of taking calls don’t go for it. The audio quality and battery is good. The aux cable is useless because we need to have charge in the headset to switch on the headphone in aux cable mode also. We cannot charge while using it.,1,0
"Writing this review after using the headphones for a couple of weeks now. It is an excellent piece of hardware, comfortable to use, easy to operate with a world class sound output.  Battery is long lasting too. It is one of the  must have products if you are a music lover.",5,1
Its been one month since I have been using it for online class. BUT after that one day its strap got broken. And now its of no use if your use is constant just like me then please don't buy it. Overall that's my experience with this ultra delicate headphone. Didn't except this from Boat.,1,0
 Nice and decent could be better. Good amount of bass and sometimes you will feel trebles and voice a bit low. But IF YOU ARE USING WITH AUX(WIRED) THEN BUTTONS WILL NOT WORK HAVE TO CONTROL EVERYTHING EITH PHONE/PC THAT'S ACTUALLY WORST. Otherwise when using with BLUETOOTH ALL BUTTONS ARE FUNCTIONAL. Can be recommended easily,4,1
"Average product, though headphone sound quality is good, its mic is bad.Also, the supplied 3.5 mm cable is just for namesake, it's very bad. After using for one day I m going back to my old broken headphones.  Boat has disappointed me. Wish I could return it even if means I lose 20-30 percent of the total cost",3,0
Only goof thing in this headphone is the battery. Around 4-5 days (using 3-4 hour daily). Sound quality is below average. Literally no bass . Everyone in the room can hear what your are listening.Aux cable is very cheap quality and doesn't work properly. After plugging the aux cable you can't hear anything (I've tried 3-4 phones).my personal advice is don't buy this product .,3,0
The sounds quality seems good but that does not matter as the headphones is very hurtful on the ear for adults. I used it once and had ear pain all day. The fit is very bad on the ear and the design does not provide any flexibility. The adjustment provided to expand is very minimal. This is a perfect headphone for teenagers and would not recommend it for adults! The seller does not even accept returns which is a bigger drawback. Think twice before purchasing the headphones.,2,0
"Design and colour is good but ear pad is not soft, sound quality not good according to price. I always think may be amazon sells duplicate or replica item. I always felt like that.",3,0
Everything in this is just perfect! Even tho the ear pad on the left side is kind of bending towards your ear this product is great!Side note: if you want to check how your headphones are working use the song bohemian rhapsody on YouTube or spotify it has everything!,5,1
"Got a damaged one first. re ordered and got .Very good product in all aspcts .slight problem when connecting with aux, sometimes  sound is breaking. But I am TOTALLY DISAPPOINTED WITH AMAZON RETURN POLICY.....  the damaged product doesn't picked even after THREE WEEKS and  when ever contact to customer care they repeat that item will be picked up within 2 days. The delay is totally annoying",4,1
